IRIS	nlog	stot	nlog_ccthpV	stot_ccthpV	nlog_ccthpB	stot_ccthpB	nlog_rppoRS	stot_rppoRS	stot_vac	nlog_vac	stot_vac2a	nlog_vac2a	stot_vac5a	nlog_vac5a	INSEE_COM	NOM_COM	CODE_IRIS	NOM_IRIS	TYP_IRIS	geometry
130010101	1221	78063	246	12835	0	0	54	4626	12835	246	3029	47	1015	15	NA	NA	NA	NA	NA	list()
130010102	2184	82908	568	19642	0	0	90	3706	19642	568	4900	131	1325	32	NA	NA	NA	NA	NA	list()
130010103	1746	84327	408	18114	0	0	85	5277	18114	408	4768	78	2055	32	NA	NA	NA	NA	NA	list()
130010104	4553	192797	1100	41749	0	0	218	11323	41749	1100	8826	211	3399	73	NA	NA	NA	NA	NA	list()
130010105	1805	76496	467	17521	0	0	78	4092	17521	467	3339	79	1004	21	NA	NA	NA	NA	NA	list()
130010202	1604	84961	285	11110	0	0	77	5113	11110	285	2159	58	648	18	NA	NA	NA	NA	NA	list()
130010203	3467	198229	532	26304	0	0	155	11227	26304	532	6161	104	2314	32	NA	NA	NA	NA	NA	list()
130010204	1989	150393	249	17515	0	0	109	8847	17515	249	3594	46	1356	18	NA	NA	NA	NA	NA	list()
130010205	662	26232	201	6168	0	0	13	641	6168	201	2410	74	0	0	NA	NA	NA	NA	NA	list()
130010206	2941	170107	492	23106	1	39	112	7709	23106	492	4489	86	980	16	NA	NA	NA	NA	NA	list()
130010301	2563	139844	327	14793	0	0	72	5051	14793	327	3235	61	588	10	NA	NA	NA	NA	NA	list()
130010302	952	49425	162	6369	0	0	26	1656	6369	162	1179	21	94	2	NA	NA	NA	NA	NA	list()
130010303	1320	92622	153	9944	0	0	54	4203	9944	153	1609	25	29	1	NA	NA	NA	NA	NA	list()
130010304	1508	92498	192	9966	0	0	61	4272	9966	192	1408	27	239	4	NA	NA	NA	NA	NA	list()
130010305	1906	109213	277	11977	0	0	53	3852	11977	277	978	28	171	7	NA	NA	NA	NA	NA	list()
130010306	1833	101853	174	9249	0	0	47	2960	9249	174	1130	19	371	5	NA	NA	NA	NA	NA	list()
130010307	1126	73337	123	7455	0	0	57	3994	7455	123	753	13	154	3	NA	NA	NA	NA	NA	list()
130010401	2453	189421	262	16196	0	0	189	15180	16196	262	2435	43	537	9	NA	NA	NA	NA	NA	list()
130010402	1397	98010	165	11166	0	0	62	4479	11166	165	1748	25	612	8	NA	NA	NA	NA	NA	list()
130010403	1030	71299	104	6721	0	0	30	2285	6721	104	1020	15	116	1	NA	NA	NA	NA	NA	list()
130010404	1347	147760	133	11926	0	0	80	9659	11926	133	2723	24	1363	11	NA	NA	NA	NA	NA	list()
130010501	854	59289	94	6323	0	0	22	1961	6323	94	2314	39	1246	22	NA	NA	NA	NA	NA	list()
130010502	1216	82929	129	8779	0	0	49	3991	8779	129	1412	20	283	5	NA	NA	NA	NA	NA	list()
130010503	1416	113963	134	9663	0	0	83	7414	9663	134	1546	23	474	6	NA	NA	NA	NA	NA	list()
130010504	1876	153153	181	11509	0	0	87	8555	11509	181	1911	28	376	5	NA	NA	NA	NA	NA	list()
130010505	1064	93347	85	7099	0	0	64	5572	7099	85	1149	14	501	6	NA	NA	NA	NA	NA	list()
130010506	1252	100380	182	11488	0	0	69	5822	11488	182	2153	31	649	9	NA	NA	NA	NA	NA	list()
130010601	1136	84962	75	5479	0	0	16	1146	5479	75	880	12	195	3	NA	NA	NA	NA	NA	list()
130010602	867	59741	60	3708	0	0	4	264	3708	60	1254	19	175	3	NA	NA	NA	NA	NA	list()
130010603	547	36498	47	3024	0	0	15	1122	3024	47	769	12	115	2	NA	NA	NA	NA	NA	list()
130010604	2294	128388	449	18655	0	0	19	1160	18655	449	5146	173	2983	102	NA	NA	NA	NA	NA	list()
130010605	971	71416	96	6401	0	0	45	3346	6401	96	1857	22	438	4	NA	NA	NA	NA	NA	list()
130010606	1428	91501	148	8920	0	0	35	2378	8920	148	1550	30	376	8	NA	NA	NA	NA	NA	list()
130010701	1268	83539	69	4719	0	0	17	1268	4719	69	1138	17	223	3	NA	NA	NA	NA	NA	list()
130010702	1589	97542	95	5803	0	0	47	3249	5803	95	993	15	163	2	NA	NA	NA	NA	NA	list()
130010703	819	61199	49	3628	0	0	9	700	3628	49	1410	19	346	5	NA	NA	NA	NA	NA	list()
130010704	469	33091	26	1744	0	0	0	0	1744	26	744	11	138	2	NA	NA	NA	NA	NA	list()
130010705	1321	94492	68	4326	0	0	10	800	4326	68	1049	15	14	1	NA	NA	NA	NA	NA	list()
130010706	670	50981	18	1362	0	0	4	365	1362	18	523	7	264	4	NA	NA	NA	NA	NA	list()
130010707	1928	191066	157	12636	0	0	85	10732	12636	157	2823	35	1204	17	NA	NA	NA	NA	NA	list()
130010709	1632	104766	180	10267	0	0	47	3309	10267	180	1965	34	1115	16	NA	NA	NA	NA	NA	list()
130010710	1368	122359	240	17308	0	0	33	3433	17308	240	1273	16	397	4	NA	NA	NA	NA	NA	list()
130010711	1763	127910	149	8765	0	0	48	3220	8765	149	1998	32	541	8	NA	NA	NA	NA	NA	list()
130010801	1636	186361	116	10386	0	0	78	10162	10386	116	2546	27	857	8	NA	NA	NA	NA	NA	list()
130010802	1359	154259	110	9149	0	0	62	7040	9149	110	2419	34	667	9	NA	NA	NA	NA	NA	list()
130010803	2252	192839	178	12228	0	0	89	8503	12228	178	1248	18	381	7	NA	NA	NA	NA	NA	list()
130010804	1868	233734	153	13700	0	0	80	9775	13700	153	2969	36	1204	15	NA	NA	NA	NA	NA	list()
130010901	3498	160829	479	16541	0	0	89	5543	16541	479	3080	74	1078	20	NA	NA	NA	NA	NA	list()
130010902	1785	176893	145	10453	0	0	70	7554	10453	145	2204	30	1056	12	NA	NA	NA	NA	NA	list()
130010903	2450	193120	192	12081	0	0	65	5364	12081	192	1897	34	1149	21	NA	NA	NA	NA	NA	list()
130010905	1405	96544	141	7636	0	0	33	2373	7636	141	1632	31	363	7	NA	NA	NA	NA	NA	list()
130010906	756	55199	155	6482	0	0	13	1407	6482	155	1338	39	580	7	NA	NA	NA	NA	NA	list()
130010907	3219	200006	286	17118	1	59	71	5454	17118	286	1759	22	190	3	NA	NA	NA	NA	NA	list()
130010908	1543	132184	138	9234	0	0	48	5037	9234	138	1611	23	470	6	NA	NA	NA	NA	NA	list()
130020101	1928	175532	107	8416	1	101	79	6558	8416	107	1759	24	1249	18	NA	NA	NA	NA	NA	list()
130020102	2057	168939	162	10961	0	0	72	5719	10961	162	2313	34	755	12	NA	NA	NA	NA	NA	list()
130020103	1317	87780	145	8196	0	0	47	3184	8196	145	2045	38	809	17	NA	NA	NA	NA	NA	list()
130020104	1324	114866	89	6545	0	0	38	3048	6545	89	893	15	481	9	NA	NA	NA	NA	NA	list()
130020105	1886	155871	138	9435	0	0	54	5194	9435	138	1689	25	552	7	NA	NA	NA	NA	NA	list()
130020106	1967	177877	138	10103	0	0	88	7062	10103	138	2751	40	1335	20	NA	NA	NA	NA	NA	list()
130030000	1305	122535	89	6205	1	38	69	6230	6205	89	2617	39	1187	19	NA	NA	NA	NA	NA	list()
130050101	2454	123226	509	23343	0	0	57	3208	23343	509	6999	157	2881	66	NA	NA	NA	NA	NA	list()
130050102	1836	107216	329	17293	0	0	49	2749	17293	329	3966	76	1652	29	NA	NA	NA	NA	NA	list()
130050201	1450	114330	170	11812	0	0	46	3711	11812	170	2535	40	469	9	NA	NA	NA	NA	NA	list()
130050202	1954	122419	261	14966	0	0	32	2043	14966	261	3158	61	795	18	NA	NA	NA	NA	NA	list()
130050301	1310	84116	143	8831	0	0	31	2031	8831	143	1368	24	183	4	NA	NA	NA	NA	NA	list()
130050302	1002	73784	128	8041	0	0	49	4529	8041	128	1200	18	276	5	NA	NA	NA	NA	NA	list()
130050401	1275	104752	141	10564	0	0	75	6239	10564	141	1541	24	450	7	NA	NA	NA	NA	NA	list()
130050402	1597	95120	194	10754	0	0	45	3268	10754	194	2214	45	771	12	NA	NA	NA	NA	NA	list()
130050403	978	85450	126	9570	0	0	55	5308	9570	126	1505	17	872	8	NA	NA	NA	NA	NA	list()
130050501	968	69979	122	8423	0	0	15	1069	8423	122	2261	34	157	2	NA	NA	NA	NA	NA	list()
130050502	995	71275	124	8671	0	0	26	2110	8671	124	2350	34	495	7	NA	NA	NA	NA	NA	list()
130050601	1393	139894	122	11416	0	0	82	7362	11416	122	2047	26	504	7	NA	NA	NA	NA	NA	list()
130050602	1280	106493	126	8337	0	0	46	3785	8337	126	1288	18	320	5	NA	NA	NA	NA	NA	list()
130050603	1003	62042	110	6817	0	0	0	0	6817	110	1632	26	182	3	NA	NA	NA	NA	NA	list()
130050701	1380	136280	139	11408	0	0	105	10076	11408	139	1944	26	774	14	NA	NA	NA	NA	NA	list()
130050702	949	104187	91	8109	1	40	102	9267	8109	91	1820	28	824	15	NA	NA	NA	NA	NA	list()
130050703	669	48075	77	5354	0	0	27	1745	5354	77	998	14	307	6	NA	NA	NA	NA	NA	list()
130050704	94	8251	14	1176	0	0	11	931	1176	14	412	5	30	1	NA	NA	NA	NA	NA	list()
130050705	1130	98354	103	7857	0	0	104	9658	7857	103	1338	18	532	7	NA	NA	NA	NA	NA	list()
130050706	352	25988	31	2042	0	0	32	2450	2042	31	776	10	233	2	NA	NA	NA	NA	NA	list()
130070101	1644	95258	336	17915	0	0	63	4229	17915	336	4323	82	1047	20	NA	NA	NA	NA	NA	list()
130070102	1632	156706	167	12579	0	0	122	10753	12579	167	2247	29	722	11	NA	NA	NA	NA	NA	list()
130070103	1414	138176	109	8975	0	0	145	11983	8975	109	636	13	392	10	NA	NA	NA	NA	NA	list()
130070104	1453	131059	132	9627	0	0	119	10527	9627	132	2316	37	1394	22	NA	NA	NA	NA	NA	list()
130080000	257	28550	20	1606	0	0	9	876	1606	20	452	6	241	3	NA	NA	NA	NA	NA	list()
130090000	382	42249	28	2398	0	0	20	2220	2398	28	484	7	95	2	NA	NA	NA	NA	NA	list()
130120000	243	28585	16	1820	0	0	25	3374	1820	16	193	2	168	1	NA	NA	NA	NA	NA	list()
130130000	820	82568	100	8439	0	0	44	4094	8439	100	1066	17	469	11	NA	NA	NA	NA	NA	list()
130140101	1170	80179	131	8253	0	0	20	1620	8253	131	3404	54	1964	30	NA	NA	NA	NA	NA	list()
130140102	1002	80093	48	3446	0	0	22	1855	3446	48	1065	14	376	6	NA	NA	NA	NA	NA	list()
130140103	1451	101195	80	4709	0	0	18	1595	4709	80	994	16	592	8	NA	NA	NA	NA	NA	list()
130140104	1265	102774	42	3528	0	0	18	1626	3528	42	1281	15	344	6	NA	NA	NA	NA	NA	list()
130140105	93	7358	12	705	0	0	6	443	705	12	322	5	95	1	NA	NA	NA	NA	NA	list()
130140106	899	81269	65	4386	0	0	64	6137	4386	65	1295	21	483	6	NA	NA	NA	NA	NA	list()
130150101	1461	142430	108	8763	0	0	38	3659	8763	108	2945	36	1934	21	NA	NA	NA	NA	NA	list()
130150102	1108	118352	56	5098	0	0	22	2476	5098	56	918	8	117	1	NA	NA	NA	NA	NA	list()
130150103	1468	131167	86	5754	0	0	38	3577	5754	86	1512	22	170	2	NA	NA	NA	NA	NA	list()
130150104	1009	98067	54	4338	0	0	31	2739	4338	54	967	10	289	3	NA	NA	NA	NA	NA	list()
130150105	1560	155095	76	7007	0	0	55	6059	7007	76	2318	21	1092	11	NA	NA	NA	NA	NA	list()
130160000	2822	250320	240	17803	0	0	248	19758	17803	240	2540	41	1209	19	NA	NA	NA	NA	NA	list()
130190101	724	78659	23	2353	0	0	15	1552	2353	23	612	6	145	2	NA	NA	NA	NA	NA	list()
130190102	2229	224533	138	12138	0	0	76	7310	12138	138	2597	32	296	6	NA	NA	NA	NA	NA	list()
130190103	1527	166561	113	8861	0	0	76	7310	8861	113	2805	42	1482	24	NA	NA	NA	NA	NA	list()
130200000	1066	93336	110	7552	0	0	89	6357	7552	110	956	16	261	7	NA	NA	NA	NA	NA	list()
130210101	1566	132684	104	6641	0	0	192	14205	6641	104	1282	21	805	12	NA	NA	NA	NA	NA	list()
130210102	1143	116493	74	6373	0	0	93	8113	6373	74	1593	24	407	9	NA	NA	NA	NA	NA	list()
130210103	1485	130964	93	6997	0	0	265	15459	6997	93	1808	24	770	12	NA	NA	NA	NA	NA	list()
130220101	1483	91912	220	11442	0	0	382	23594	11442	220	3803	82	1913	34	NA	NA	NA	NA	NA	list()
130220102	1515	121013	133	10193	0	0	380	25228	10193	133	1862	28	582	9	NA	NA	NA	NA	NA	list()
130220103	1941	149478	220	15299	0	0	415	27678	15299	220	4606	71	924	15	NA	NA	NA	NA	NA	list()
130220104	1103	115653	113	10054	0	0	151	15348	10054	113	3675	44	1371	12	NA	NA	NA	NA	NA	list()
130230000	2571	248392	279	20788	0	0	206	18536	20788	279	3877	60	1319	21	NA	NA	NA	NA	NA	list()
130240000	1277	113300	88	6480	0	0	83	7505	6480	88	2786	39	1177	17	NA	NA	NA	NA	NA	list()
130250000	1096	111862	61	5054	0	0	49	5047	5054	61	815	11	314	6	NA	NA	NA	NA	NA	list()
130260101	2838	219662	93	6165	0	0	61	5375	6165	93	893	15	327	7	NA	NA	NA	NA	NA	list()
130260102	1641	118052	76	4757	0	0	54	4889	4757	76	578	11	315	8	NA	NA	NA	NA	NA	list()
130260103	688	56018	33	2432	0	0	33	3140	2432	33	315	4	191	2	NA	NA	NA	NA	NA	list()
130260104	1828	139010	97	6038	0	0	82	6337	6038	97	904	16	142	3	NA	NA	NA	NA	NA	list()
130260105	928	73969	73	4973	0	0	28	2274	4973	73	1981	27	735	11	NA	NA	NA	NA	NA	list()
130260106	16	1517	2	167	0	0	0	0	167	2	0	0	0	0	NA	NA	NA	NA	NA	list()
130260107	130	10463	2	80	0	0	3	290	80	2	40	1	40	1	NA	NA	NA	NA	NA	list()
130280101	1170	48510	319	13110	0	0	156	6223	13110	319	5035	127	2806	68	NA	NA	NA	NA	NA	list()
130280102	3795	203322	744	34925	0	0	342	17761	34925	744	11635	273	3776	98	NA	NA	NA	NA	NA	list()
130280103	1503	114715	158	10410	0	0	125	9498	10410	158	1810	36	824	17	NA	NA	NA	NA	NA	list()
130280104	1134	95259	139	10506	0	0	76	6286	10506	139	1493	24	115	3	NA	NA	NA	NA	NA	list()
130280105	1198	81771	126	7648	0	0	22	1443	7648	126	688	13	65	1	NA	NA	NA	NA	NA	list()
130280106	1421	99212	199	11951	0	0	94	7284	11951	199	1562	29	545	10	NA	NA	NA	NA	NA	list()
130280107	2660	170090	347	20516	1	37	512	28655	20516	347	3274	59	1454	24	NA	NA	NA	NA	NA	list()
130280108	968	66786	134	8619	0	0	11	797	8619	134	1141	18	256	4	NA	NA	NA	NA	NA	list()
130280109	643	43361	56	3625	0	0	1	62	3625	56	384	6	0	0	NA	NA	NA	NA	NA	list()
130280110	4701	346400	655	42916	0	0	207	14167	42916	655	4228	67	1258	19	NA	NA	NA	NA	NA	list()
130280111	4200	284028	520	29224	0	0	733	41291	29224	520	5580	108	2114	42	NA	NA	NA	NA	NA	list()
130280112	1398	91477	192	11547	0	0	141	8448	11547	192	1935	38	780	17	NA	NA	NA	NA	NA	list()
130280113	1601	141114	187	14817	0	0	101	8882	14817	187	2584	36	799	15	NA	NA	NA	NA	NA	list()
130280114	947	70262	88	5862	0	0	32	2842	5862	88	368	6	84	1	NA	NA	NA	NA	NA	list()
130290000	750	84589	37	3176	0	0	60	6399	3176	37	811	10	347	5	NA	NA	NA	NA	NA	list()
130300000	2803	229030	316	20891	0	0	174	14184	20891	316	4644	76	1587	29	NA	NA	NA	NA	NA	list()
130310000	1712	146587	228	16055	0	0	93	7630	16055	228	1421	21	814	11	NA	NA	NA	NA	NA	list()
130320101	913	99632	60	5090	0	0	34	4367	5090	60	1279	17	293	6	NA	NA	NA	NA	NA	list()
130320102	1684	180654	108	8731	0	0	71	8159	8731	108	1296	20	479	11	NA	NA	NA	NA	NA	list()
130320103	1575	132442	121	7473	0	0	70	6002	7473	121	1367	22	423	5	NA	NA	NA	NA	NA	list()
130330000	2920	260603	157	10793	0	0	260	18612	10793	157	3118	55	860	16	NA	NA	NA	NA	NA	list()
130350101	1984	162741	177	11445	0	0	128	8931	11445	177	2962	47	861	18	NA	NA	NA	NA	NA	list()
130350102	1890	164557	182	12946	0	0	123	9907	12946	182	3572	54	1318	17	NA	NA	NA	NA	NA	list()
130370101	1199	115905	51	4382	0	0	36	3178	4382	51	692	12	298	5	NA	NA	NA	NA	NA	list()
130370102	1830	142377	150	10121	0	0	80	6655	10121	150	2955	42	1077	17	NA	NA	NA	NA	NA	list()
130370103	1135	97581	73	5441	0	0	40	3602	5441	73	1265	15	642	7	NA	NA	NA	NA	NA	list()
130390101	1595	132945	42	2874	0	0	18	1455	2874	42	916	12	217	3	NA	NA	NA	NA	NA	list()
130390102	29	3211	3	390	0	0	4	250	390	3	150	1	150	1	NA	NA	NA	NA	NA	list()
130390103	27	2303	0	0	0	0	1	92	0	0	0	0	0	0	NA	NA	NA	NA	NA	list()
130390105	1755	159684	59	4051	0	0	36	3588	4051	59	501	10	355	8	NA	NA	NA	NA	NA	list()
130390106	1368	110876	44	2913	0	0	24	2057	2913	44	603	9	253	3	NA	NA	NA	NA	NA	list()
130390107	1044	83912	49	3734	0	0	28	2209	3734	49	399	5	162	2	NA	NA	NA	NA	NA	list()
130390108	1573	97172	153	7995	0	0	118	6326	7995	153	3069	52	794	14	NA	NA	NA	NA	NA	list()
130400101	1846	169835	112	6965	0	0	138	10727	6965	112	1673	38	616	16	NA	NA	NA	NA	NA	list()
130400102	1185	89202	98	5451	0	0	51	3702	5451	98	906	20	312	7	NA	NA	NA	NA	NA	list()
130400103	1867	175883	124	8587	0	0	195	16420	8587	124	2281	45	841	21	NA	NA	NA	NA	NA	list()
130410101	1106	63442	164	8759	1	30	31	2082	8759	164	2823	47	1562	24	NA	NA	NA	NA	NA	list()
130410102	2068	123730	251	13373	0	0	59	3602	13373	251	3617	61	1462	24	NA	NA	NA	NA	NA	list()
130410103	1328	106952	103	7979	0	0	27	2263	7979	103	1192	15	388	6	NA	NA	NA	NA	NA	list()
130410104	994	80358	47	3768	0	0	16	1476	3768	47	1070	15	279	4	NA	NA	NA	NA	NA	list()
130410105	1417	114955	106	7691	0	0	45	4163	7691	106	1575	20	698	9	NA	NA	NA	NA	NA	list()
130410106	1925	143389	163	10549	0	0	62	4262	10549	163	2801	55	1354	19	NA	NA	NA	NA	NA	list()
130410107	1320	104943	93	6610	0	0	30	2347	6610	93	2174	33	1102	19	NA	NA	NA	NA	NA	list()
130410108	1376	106451	201	10039	0	0	59	5844	10039	201	3053	70	1564	46	NA	NA	NA	NA	NA	list()
130420101	2013	190627	224	18473	0	0	176	15342	18473	224	2985	42	773	11	NA	NA	NA	NA	NA	list()
130420102	1249	124307	152	12841	0	0	114	9055	12841	152	2392	32	581	10	NA	NA	NA	NA	NA	list()
130430101	1566	133541	71	5323	0	0	43	3988	5323	71	850	11	210	3	NA	NA	NA	NA	NA	list()
130430102	2094	166617	103	6567	0	0	53	4479	6567	103	1724	28	870	14	NA	NA	NA	NA	NA	list()
130430103	999	85474	22	1499	0	0	16	1444	1499	22	497	8	329	5	NA	NA	NA	NA	NA	list()
130440000	2631	237444	212	15133	0	0	125	11851	15133	212	5004	72	2276	29	NA	NA	NA	NA	NA	list()
130460000	2097	180563	217	16200	0	0	133	11109	16200	217	2499	39	505	9	NA	NA	NA	NA	NA	list()
130470101	2206	146038	250	14120	0	0	59	4333	14120	250	2682	49	998	20	NA	NA	NA	NA	NA	list()
130470102	1728	99897	323	15911	0	0	29	1921	15911	323	5936	129	2632	63	NA	NA	NA	NA	NA	list()
130470103	1023	69732	113	6392	0	0	35	2661	6392	113	2347	41	1230	22	NA	NA	NA	NA	NA	list()
130470104	1798	138989	164	11029	0	0	38	3040	11029	164	3556	54	1698	23	NA	NA	NA	NA	NA	list()
130470105	709	60684	37	2710	0	0	9	857	2710	37	368	5	39	1	NA	NA	NA	NA	NA	list()
130470106	1041	77653	66	4662	0	0	12	1017	4662	66	1169	17	284	4	NA	NA	NA	NA	NA	list()
130470107	648	47067	37	2684	0	0	2	154	2684	37	783	11	0	0	NA	NA	NA	NA	NA	list()
130470108	771	68869	47	3457	0	0	40	3097	3457	47	942	17	310	4	NA	NA	NA	NA	NA	list()
130470109	1246	98756	74	5199	0	0	33	2802	5199	74	1223	16	534	4	NA	NA	NA	NA	NA	list()
130470110	1606	130678	96	6700	0	0	26	2187	6700	96	984	15	374	6	NA	NA	NA	NA	NA	list()
130470111	851	66592	61	4599	0	0	11	981	4599	61	1897	25	1435	19	NA	NA	NA	NA	NA	list()
130470112	1382	133752	85	7781	0	0	82	8401	7781	85	1995	23	1055	11	NA	NA	NA	NA	NA	list()
130470113	1662	123687	210	14461	0	0	30	2305	14461	210	3851	54	433	6	NA	NA	NA	NA	NA	list()
130470114	1534	136053	64	5070	0	0	26	2498	5070	64	489	11	217	6	NA	NA	NA	NA	NA	list()
130470115	1245	109527	42	2985	0	0	16	1408	2985	42	703	10	277	4	NA	NA	NA	NA	NA	list()
130470116	2211	169172	143	9300	0	0	101	6548	9300	143	2199	37	514	12	NA	NA	NA	NA	NA	list()
130470117	164	14268	15	1324	0	0	7	832	1324	15	629	5	427	3	NA	NA	NA	NA	NA	list()
